Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.034,1.089,0.492,0.3985
knnu mmr,0.000,1.633,1.026,1.100,0.445,0.4913
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.732,1.022,1.069,0.363,0.3616
knni mmr,0.000,1.581,0.975,1.061,0.453,0.0830
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.261,0.635,0.635,0.357,0.7250
svd mmr,0.093,1.268,0.730,0.789,0.330,0.5357
