Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.286,1.000,0.822,0.868,0.170,0.0000
knnu td,0.000,1.000,0.609,0.579,0.269,0.0014
knnu mmr,0.000,1.000,0.610,0.695,0.266,0.0944
knni,0.000,1.000,0.767,0.825,0.211,0.0000
knni td,0.000,0.990,0.728,0.854,0.239,0.0001
knni mmr,0.245,1.000,0.682,0.757,0.216,0.0003
svd,0.000,1.000,0.777,0.886,0.267,0.0000
svd td,0.000,0.951,0.685,0.795,0.238,0.0002
svd mmr,0.000,0.905,0.580,0.575,0.236,0.1219
