Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.231,0.228,0.025,0.9997
knnu mmr,25,0.201,0.205,0.016,0.1736
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.233,0.229,0.024,0.2077
knni mmr,29,0.198,0.200,0.017,0.8950
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.243,0.239,0.026,0.5408
svd mmr,27,0.256,0.255,0.028,0.5606
