Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.029,1.044,0.448,0.9951
knnu mmr,0.000,1.852,0.969,1.010,0.492,0.4273
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.549,0.994,1.095,0.355,0.0571
knni mmr,0.000,1.580,0.895,1.000,0.471,0.0459
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.170,0.635,0.637,0.321,0.8145
svd mmr,0.093,1.268,0.734,0.803,0.331,0.4704
