Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.237,0.235,0.021,0.9774
knnu mmr,25,0.179,0.177,0.019,0.3408
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.240,0.240,0.020,0.2630
knni mmr,29,0.177,0.180,0.017,0.5904
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.256,0.249,0.025,0.1416
svd mmr,27,0.254,0.254,0.029,0.2625
