Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.212,0.620,2.568,0.0000
knnu mmr,18,0.277,0.099,0.512,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.682,0.478,0.604,0.0043
knni mmr,21,0.261,0.238,0.167,0.1572
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.522,0.373,0.421,0.0005
svd mmr,19,0.248,0.203,0.184,0.1529
