Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.231,0.231,0.018,0.6769
knnu mmr,25,0.180,0.183,0.015,0.9810
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.234,0.234,0.019,0.7166
knni mmr,29,0.180,0.182,0.017,0.6816
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.254,0.248,0.025,0.3570
svd mmr,27,0.252,0.249,0.028,0.4094
