Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,0.991,1.018,0.524,0.4146
knnu mmr,0.000,1.633,1.003,1.108,0.492,0.1677
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.664,1.017,1.069,0.361,0.3440
knni mmr,0.000,1.732,0.773,0.799,0.569,0.0409
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.182,0.666,0.759,0.338,0.1971
svd mmr,0.118,1.268,0.728,0.803,0.329,0.5323
