Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,24,1.110,0.544,2.400,0.0000
knnu mmr,17,0.283,0.111,0.506,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.528,0.365,0.472,0.0029
knni mmr,20,0.255,0.142,0.219,0.0191
svd,25,1.354,1.014,0.812,0.0388
svd td,23,0.382,0.279,0.375,0.0003
svd mmr,19,0.246,0.204,0.189,0.0313
