Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.233,0.233,0.025,0.5013
knnu mmr,25,0.200,0.198,0.015,0.5691
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.240,0.236,0.027,0.5363
knni mmr,29,0.198,0.197,0.016,0.1065
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.250,0.250,0.024,0.6943
svd mmr,27,0.250,0.247,0.027,0.3469
