Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.150,0.496,2.460,0.0000
knnu mmr,18,0.312,0.119,0.545,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.620,0.470,0.545,0.0026
knni mmr,21,0.242,0.163,0.173,0.0748
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.503,0.354,0.427,0.0003
svd mmr,19,0.241,0.204,0.169,0.3729
