Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.234,0.234,0.020,0.9962
knnu mmr,25,0.178,0.173,0.015,0.2390
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.236,0.240,0.024,0.8855
knni mmr,29,0.178,0.181,0.016,0.3402
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.254,0.252,0.027,0.7348
svd mmr,27,0.253,0.249,0.028,0.5857
