Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,24,1.106,0.529,2.310,0.0000
knnu mmr,18,0.299,0.101,0.500,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.560,0.362,0.528,0.0009
knni mmr,21,0.282,0.220,0.228,0.1388
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.423,0.289,0.389,0.0001
svd mmr,19,0.237,0.163,0.190,0.0147
