Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,1.958,1.012,1.000,0.462,0.2703
knnu mmr,0.000,1.414,1.024,1.155,0.384,0.0253
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.706,0.964,1.050,0.410,0.4745
knni mmr,0.000,1.705,0.919,1.006,0.499,0.1393
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.549,0.710,0.754,0.368,0.9241
svd mmr,0.093,1.268,0.737,0.818,0.332,0.4185
