Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.315,1.000,0.834,0.873,0.155,0.0000
knnu td,0.000,1.000,0.595,0.581,0.299,0.0004
knnu mmr,0.289,1.000,0.675,0.762,0.196,0.0304
knni,0.000,1.000,0.773,0.828,0.217,0.0000
knni td,0.000,0.988,0.731,0.846,0.237,0.0000
knni mmr,0.279,1.000,0.733,0.778,0.200,0.0007
svd,0.000,1.000,0.777,0.881,0.270,0.0000
svd td,0.000,0.945,0.711,0.815,0.217,0.0000
svd mmr,0.000,0.941,0.592,0.578,0.233,0.2172
