Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.012,1.000,0.479,0.5267
knnu mmr,0.000,2.000,1.088,1.155,0.425,0.0800
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.664,1.014,1.069,0.361,0.3784
knni mmr,0.000,1.690,0.882,0.908,0.497,0.2240
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.261,0.624,0.633,0.346,0.9080
svd mmr,0.093,1.268,0.728,0.803,0.332,0.4490
