Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.022,1.000,0.483,0.7055
knnu mmr,0.000,1.633,0.937,1.025,0.438,0.1145
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.604,1.007,1.049,0.354,0.2462
knni mmr,0.000,1.673,0.889,0.961,0.469,0.1155
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.247,0.660,0.676,0.329,0.8161
svd mmr,0.118,1.320,0.734,0.809,0.335,0.6014
