Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.021,1.069,0.480,0.7386
knnu mmr,0.000,1.633,0.854,1.026,0.619,0.0103
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.604,1.017,1.069,0.352,0.2251
knni mmr,0.000,1.705,1.001,1.082,0.450,0.7320
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.247,0.661,0.732,0.337,0.4926
svd mmr,0.093,1.268,0.721,0.790,0.334,0.5866
