Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.080,0.496,2.344,0.0000
knnu mmr,19,0.246,0.091,0.456,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.625,0.546,0.541,0.0070
knni mmr,22,0.272,0.225,0.187,0.1858
svd,25,1.354,1.014,0.812,0.0388
svd td,23,0.507,0.365,0.448,0.0004
svd mmr,19,0.242,0.204,0.180,0.1215
