Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.229,0.648,2.538,0.0000
knnu mmr,19,0.281,0.133,0.441,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.685,0.523,0.604,0.0052
knni mmr,20,0.304,0.245,0.208,0.3378
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.519,0.372,0.398,0.0029
svd mmr,19,0.244,0.204,0.191,0.1168
