Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.030,1.109,0.482,0.5525
knnu mmr,0.000,1.732,0.972,1.022,0.523,0.0426
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.633,1.018,1.080,0.362,0.1045
knni mmr,0.000,1.461,0.915,1.035,0.418,0.0647
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.182,0.630,0.699,0.360,0.2285
svd mmr,0.093,1.268,0.732,0.818,0.333,0.3690
