Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.157,0.503,2.506,0.0000
knnu mmr,16,0.275,0.122,0.456,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.671,0.503,0.604,0.0023
knni mmr,21,0.248,0.212,0.158,0.2816
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.515,0.402,0.398,0.0023
svd mmr,19,0.235,0.163,0.182,0.0663
