Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.084,0.534,2.366,0.0000
knnu mmr,19,0.244,0.111,0.426,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.593,0.431,0.533,0.0017
knni mmr,21,0.303,0.243,0.218,0.0356
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.459,0.381,0.331,0.0047
svd mmr,19,0.242,0.203,0.181,0.0889
