Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.241,0.241,0.024,0.1713
knnu mmr,25,0.184,0.184,0.013,0.3727
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.241,0.240,0.023,0.9990
knni mmr,29,0.183,0.180,0.017,0.0856
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.256,0.253,0.030,0.4647
svd mmr,27,0.253,0.249,0.027,0.1267
