Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.315,1.000,0.834,0.873,0.155,0.0000
knnu td,0.000,1.000,0.595,0.581,0.299,0.0004
knnu mmr,0.279,1.000,0.696,0.750,0.204,0.1296
knni,0.000,1.000,0.773,0.828,0.217,0.0000
knni td,0.000,0.988,0.731,0.846,0.237,0.0000
knni mmr,0.000,1.000,0.716,0.786,0.250,0.0006
svd,0.000,1.000,0.777,0.881,0.270,0.0000
svd td,0.000,0.945,0.711,0.815,0.217,0.0000
svd mmr,0.000,0.925,0.596,0.584,0.233,0.1199
