Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.211,0.629,2.490,0.0000
knnu mmr,18,0.283,0.143,0.434,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.670,0.423,0.602,0.0033
knni mmr,22,0.235,0.187,0.162,0.0878
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.529,0.372,0.419,0.0014
svd mmr,19,0.242,0.224,0.181,0.1642
