Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.184,0.561,2.473,0.0000
knnu mmr,19,0.254,0.091,0.481,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.634,0.423,0.552,0.0037
knni mmr,22,0.269,0.175,0.224,0.0146
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.499,0.406,0.402,0.0025
svd mmr,19,0.244,0.203,0.187,0.1294
