Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.024,1.069,0.480,0.7231
knnu mmr,0.000,1.826,0.998,1.155,0.480,0.1665
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.604,1.017,1.069,0.352,0.2251
knni mmr,0.343,1.476,0.934,0.895,0.307,0.8872
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.247,0.660,0.732,0.337,0.5275
svd mmr,0.093,1.320,0.734,0.818,0.335,0.5450
