Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.020,0.451,2.309,0.0000
knnu mmr,18,0.272,0.092,0.529,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.532,0.386,0.490,0.0012
knni mmr,21,0.264,0.167,0.210,0.0730
svd,25,1.354,1.014,0.812,0.0388
svd td,23,0.510,0.336,0.441,0.0006
svd mmr,19,0.242,0.203,0.187,0.0196
