Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,24,1.122,0.540,2.451,0.0000
knnu mmr,17,0.283,0.119,0.418,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.500,0.418,0.413,0.0183
knni mmr,22,0.262,0.248,0.195,0.0640
svd,25,1.354,1.014,0.812,0.0388
svd td,23,0.424,0.283,0.405,0.0001
svd mmr,19,0.244,0.203,0.175,0.3046
