Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,1.954,1.062,1.109,0.457,0.8944
knnu mmr,0.000,1.633,0.844,0.874,0.547,0.0735
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.581,0.989,1.055,0.355,0.3164
knni mmr,0.000,1.673,0.898,0.926,0.460,0.0473
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.549,0.698,0.702,0.390,0.9698
svd mmr,0.093,1.268,0.734,0.842,0.333,0.3517
