Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.315,1.000,0.838,0.889,0.159,0.0000
knnu td,0.000,1.000,0.591,0.631,0.331,0.0000
knnu mmr,0.289,1.000,0.695,0.807,0.256,0.0017
knni,0.000,1.000,0.778,0.821,0.225,0.0000
knni td,0.000,0.990,0.713,0.859,0.296,0.0000
knni mmr,0.000,1.000,0.776,0.832,0.241,0.0001
svd,0.000,1.000,0.800,0.917,0.272,0.0000
svd td,0.000,1.000,0.726,0.841,0.238,0.0001
svd mmr,0.000,0.975,0.592,0.578,0.249,0.1384
