Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.008,1.000,0.493,0.6851
knnu mmr,0.000,1.732,0.995,1.144,0.502,0.1651
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.664,1.007,1.082,0.368,0.4633
knni mmr,0.000,1.632,0.868,1.000,0.537,0.0495
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.155,0.618,0.622,0.340,0.4536
svd mmr,0.118,1.268,0.725,0.790,0.326,0.5329
