Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.235,0.237,0.021,0.9214
knnu mmr,25,0.174,0.172,0.014,0.8400
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.237,0.232,0.023,0.0004
knni mmr,29,0.180,0.178,0.017,0.5019
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.255,0.249,0.026,0.0931
svd mmr,27,0.254,0.249,0.030,0.3094
