Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,1.954,1.012,1.155,0.470,0.4625
knnu mmr,0.000,1.789,0.799,0.841,0.503,0.0720
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.633,0.992,1.000,0.379,0.4640
knni mmr,0.000,1.595,0.788,0.904,0.470,0.0964
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.549,0.691,0.691,0.379,0.9734
svd mmr,0.093,1.268,0.718,0.790,0.329,0.5412
