Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.014,1.134,0.480,0.7803
knnu mmr,0.000,1.633,0.949,1.122,0.507,0.0202
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.664,1.020,1.066,0.371,0.4385
knni mmr,0.000,1.568,0.902,1.044,0.471,0.0357
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.549,0.680,0.670,0.403,0.9373
svd mmr,0.093,1.320,0.728,0.805,0.335,0.6278
