Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.235,0.237,0.021,0.9680
knnu mmr,25,0.197,0.190,0.022,0.3130
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.239,0.234,0.020,0.0619
knni mmr,29,0.196,0.189,0.020,0.0454
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.256,0.252,0.026,0.2930
svd mmr,27,0.257,0.254,0.032,0.0853
