Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.115,0.561,2.367,0.0000
knnu mmr,18,0.289,0.099,0.488,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,26,0.655,0.436,0.578,0.0017
knni mmr,20,0.274,0.277,0.186,0.1778
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.480,0.392,0.398,0.0006
svd mmr,19,0.250,0.204,0.186,0.1270
