Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.233,0.229,0.022,0.3261
knnu mmr,25,0.186,0.185,0.013,0.6884
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.237,0.236,0.024,0.3379
knni mmr,29,0.187,0.185,0.013,0.0569
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.249,0.244,0.025,0.7358
svd mmr,27,0.251,0.249,0.027,0.3828
