Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.233,0.235,0.023,0.9592
knnu mmr,25,0.182,0.178,0.019,0.5522
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.237,0.237,0.022,0.0565
knni mmr,29,0.185,0.184,0.015,0.0194
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.250,0.243,0.024,0.5652
svd mmr,27,0.252,0.247,0.029,0.2070
