Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.012,1.155,0.478,0.6584
knnu mmr,0.000,1.633,0.865,0.962,0.565,0.0463
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.604,0.993,1.069,0.407,0.0320
knni mmr,0.000,1.632,0.901,0.960,0.483,0.0837
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.058,1.262,0.681,0.722,0.336,0.6023
svd mmr,0.093,1.268,0.734,0.818,0.332,0.3589
