Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.228,0.230,0.019,0.9891
knnu mmr,25,0.188,0.191,0.016,0.4530
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.231,0.228,0.025,0.1360
knni mmr,29,0.191,0.188,0.014,0.5260
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.242,0.240,0.026,0.6033
svd mmr,27,0.251,0.246,0.027,0.3498
