Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.074,0.510,2.258,0.0000
knnu mmr,17,0.247,0.091,0.434,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,25,0.546,0.365,0.472,0.0006
knni mmr,21,0.285,0.205,0.193,0.2101
svd,25,1.354,1.014,0.812,0.0388
svd td,23,0.415,0.333,0.328,0.0040
svd mmr,19,0.238,0.203,0.175,0.0784
