Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.229,0.229,0.020,0.1701
knnu mmr,25,0.188,0.186,0.016,0.6899
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.234,0.233,0.024,0.4460
knni mmr,29,0.187,0.187,0.017,0.4973
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.252,0.251,0.018,0.9928
svd mmr,27,0.252,0.247,0.028,0.4230
