Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.019,1.155,0.485,0.5853
knnu mmr,0.000,2.000,0.930,0.913,0.566,0.3699
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.706,0.990,1.038,0.370,0.5181
knni mmr,0.000,1.595,0.877,1.000,0.445,0.0565
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.174,0.646,0.709,0.327,0.3047
svd mmr,0.093,1.268,0.722,0.805,0.334,0.4159
