Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.065,0.561,2.267,0.0000
knnu mmr,16,0.266,0.161,0.367,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.591,0.439,0.523,0.0040
knni mmr,22,0.274,0.244,0.172,0.3733
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.478,0.359,0.371,0.0037
svd mmr,19,0.241,0.203,0.187,0.0886
