Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.235,0.237,0.021,0.9650
knnu mmr,25,0.182,0.183,0.015,0.2652
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.238,0.234,0.020,0.0439
knni mmr,29,0.185,0.184,0.017,0.4687
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.255,0.252,0.026,0.3441
svd mmr,27,0.254,0.252,0.030,0.5094
