Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.030,1.000,0.479,0.6405
knnu mmr,0.000,1.633,0.868,1.022,0.539,0.0383
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.664,1.013,1.049,0.361,0.3415
knni mmr,0.000,1.595,0.787,0.800,0.544,0.0656
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.175,0.611,0.630,0.363,0.3234
svd mmr,0.101,1.268,0.731,0.803,0.332,0.4965
