Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.186,0.620,2.417,0.0000
knnu mmr,17,0.258,0.111,0.430,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.643,0.470,0.572,0.0024
knni mmr,21,0.269,0.173,0.209,0.0458
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.479,0.349,0.375,0.0007
svd mmr,19,0.242,0.204,0.180,0.1213
