Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.176,0.565,2.394,0.0000
knnu mmr,17,0.349,0.167,0.541,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.652,0.503,0.585,0.0026
knni mmr,21,0.224,0.196,0.141,0.5458
svd,25,1.354,1.014,0.812,0.0388
svd td,23,0.502,0.365,0.398,0.0011
svd mmr,19,0.245,0.232,0.175,0.1263
