Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.226,0.222,0.023,0.0515
knnu mmr,25,0.190,0.188,0.020,0.5654
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.232,0.230,0.022,0.2475
knni mmr,29,0.193,0.192,0.018,0.7991
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.240,0.239,0.024,0.8711
svd mmr,27,0.257,0.255,0.028,0.8351
