Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.104,0.597,2.335,0.0000
knnu mmr,18,0.298,0.102,0.564,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.571,0.365,0.526,0.0013
knni mmr,21,0.251,0.192,0.161,0.1155
svd,25,1.354,1.014,0.812,0.0388
svd td,23,0.457,0.333,0.374,0.0004
svd mmr,19,0.247,0.204,0.191,0.0381
