Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.024,1.069,0.478,0.6591
knnu mmr,0.000,1.789,1.022,1.155,0.519,0.2670
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.604,1.015,1.069,0.350,0.2041
knni mmr,0.000,1.632,0.947,1.009,0.403,0.8084
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.247,0.661,0.738,0.339,0.4632
svd mmr,0.118,1.268,0.732,0.809,0.328,0.4005
