Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.039,0.430,2.315,0.0000
knnu mmr,17,0.282,0.091,0.466,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.534,0.389,0.471,0.0046
knni mmr,22,0.289,0.254,0.187,0.3586
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.465,0.334,0.426,0.0002
svd mmr,19,0.235,0.203,0.164,0.2853
