Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.116,0.565,2.287,0.0000
knnu mmr,18,0.252,0.102,0.406,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.543,0.418,0.477,0.0084
knni mmr,21,0.220,0.182,0.173,0.0974
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.430,0.308,0.358,0.0014
svd mmr,19,0.241,0.204,0.169,0.3343
