Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.025,1.000,0.482,0.6699
knnu mmr,0.000,1.732,0.894,1.155,0.552,0.0345
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.604,1.010,1.069,0.350,0.2434
knni mmr,0.000,1.763,0.810,0.894,0.557,0.0859
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.247,0.661,0.738,0.340,0.4663
svd mmr,0.093,1.268,0.727,0.809,0.333,0.4743
