Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.019,1.000,0.478,0.7267
knnu mmr,0.000,1.549,0.985,1.108,0.468,0.0552
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.604,1.005,1.069,0.361,0.2583
knni mmr,0.000,1.689,0.954,1.044,0.505,0.0402
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.174,0.643,0.741,0.335,0.4068
svd mmr,0.118,1.268,0.733,0.818,0.332,0.3298
