Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.239,0.240,0.022,0.4792
knnu mmr,25,0.174,0.173,0.018,0.5210
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.242,0.239,0.023,0.5257
knni mmr,29,0.176,0.176,0.016,0.1813
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.252,0.251,0.022,0.9187
svd mmr,27,0.253,0.247,0.028,0.2089
