Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.111,0.561,2.273,0.0000
knnu mmr,18,0.273,0.125,0.495,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.594,0.365,0.534,0.0021
knni mmr,22,0.271,0.192,0.180,0.0331
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.445,0.358,0.298,0.0017
svd mmr,19,0.242,0.224,0.188,0.0230
