Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.235,0.232,0.025,0.2893
knnu mmr,25,0.185,0.190,0.014,0.4451
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.235,0.234,0.024,0.4850
knni mmr,29,0.192,0.191,0.018,0.3755
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.248,0.244,0.029,0.6390
svd mmr,27,0.252,0.249,0.028,0.4170
