Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.218,0.648,2.522,0.0000
knnu mmr,18,0.287,0.112,0.517,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.667,0.523,0.592,0.0029
knni mmr,22,0.247,0.190,0.195,0.0915
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.517,0.366,0.409,0.0011
svd mmr,19,0.248,0.224,0.186,0.1929
