Algoritmo,Min.,Máx.,Média,Mediana,Desvio padrão,p-valor
knnu,0.000,1.577,0.889,0.957,0.439,0.0535
knnu td,0.000,2.000,1.025,1.069,0.482,0.6520
knnu mmr,0.000,1.549,0.958,1.029,0.436,0.0456
knni,0.000,1.468,0.787,0.834,0.414,0.1100
knni td,0.000,1.604,1.018,1.069,0.353,0.2210
knni mmr,0.000,1.490,0.936,0.894,0.410,0.3349
svd,0.135,1.121,0.695,0.765,0.285,0.3558
svd td,0.000,1.247,0.660,0.732,0.337,0.5127
svd mmr,0.093,1.320,0.727,0.803,0.333,0.6089
