Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,24,1.531,1.001,1.589,0.0011
knnu td,25,1.167,0.561,2.430,0.0000
knnu mmr,18,0.249,0.096,0.428,0.0000
knni,33,0.729,0.598,0.629,0.0049
knni td,27,0.661,0.470,0.586,0.0023
knni mmr,22,0.278,0.199,0.191,0.0147
svd,25,1.354,1.014,0.812,0.0388
svd td,22,0.495,0.370,0.379,0.0031
svd mmr,19,0.240,0.189,0.191,0.0672
