Algoritmo,Usuários,Média,Mediana,Desvio Padrão,p-valor
knnu,27,0.234,0.234,0.024,0.3215
knnu td,33,0.233,0.237,0.020,0.4027
knnu mmr,25,0.172,0.171,0.016,0.5569
knni,34,0.241,0.237,0.030,0.0042
knni td,32,0.238,0.235,0.021,0.0312
knni mmr,29,0.174,0.172,0.015,0.0648
svd,26,0.242,0.241,0.017,0.8909
svd td,29,0.252,0.249,0.026,0.3829
svd mmr,27,0.252,0.248,0.029,0.1508
